20190102,578.42,580.44,563.45,567.42,6228649,3754387968
20190103,568.41,570.1,554.24,558.44,3097735,1838179200
20190104,555.72,576.11,550.46,570.44,3768347,2258501376
20190107,576.44,580.44,570.66,573.93,3475013,2105981440
20190108,573.94,580.44,568.72,573.23,2883813,1750413184
20190109,578.43,594.6,577.48,584.56,4989227,3084214784
20190110,585.57,593.32,578.69,587.21,2904390,1797683072
20190111,593.44,605.44,587.19,604.32,3888421,2445929472
20190114,601.44,604.33,589.99,593.04,2564890,1606308096
20190115,596.3,629.94,593.44,628.42,5576485,3613918976
20190116,626.44,634.09,622.04,629.54,4208364,2775104000
20190117,631.44,638.14,624.24,627.69,3028476,2004454144
20190118,633.44,658.64,629.94,652.05,6860918,4647515648
20190121,658.44,667.32,650.32,655.42,4705193,3242615808
20190122,654.44,654.44,633.66,639.44,4212221,2834735104
20190123,635.66,642.94,631.57,634.1,3362481,2247371264
20190124,638.74,646.27,633.12,640.94,2915527,1960227072
20190125,644.32,653.34,638.37,648.14,2898635,1966232064
20190128,652.44,662.42,644.47,645.44,3610287,2476278016
20190129,645.94,656.44,636.44,653.44,3034259,2069407488
20190130,653.43,654.66,644.44,644.44,2269996,1545353600
20190131,648.44,658.04,646,658.04,3669657,2515374848
20190201,665.48,667.44,658.05,661.11,3052062,2121326080
20190211,663.44,697.94,656.62,693.74,5814075,4143849728
20190212,691.44,693.93,683.64,686.36,3509143,2521840128
20190213,691.44,704.6,685.66,703.69,3567706,2589623552
20190214,699.64,712.1,698.58,705.6,3225813,2375987200
20190215,703.32,703.32,691.46,693.22,2323798,1691515520
20190218,699.44,713.39,699.44,708.44,3774589,2787523072
20190219,709.4,710.94,695.1,699.2,2950150,2164408832
20190220,703.44,703.44,684.5,690.44,3788237,2742919680
20190221,688.44,698.92,685.44,688.69,2985040,2163554304
20190222,685.44,696.93,682.54,694.45,2590877,1867253888
20190225,699.19,712.88,686.43,710.77,8262259,6034261504
20190226,716.24,717.62,694.44,695.79,5796466,4265279232
20190227,701.44,726.46,699.44,709.14,6594227,4908445184
20190228,706.34,731.86,705.39,723.45,5698625,4289145344
20190301,729.94,758.44,729.44,757.74,6384023,4952508928
20190304,763.44,766.77,745.66,750.3,8458596,6661386752
20190305,753.44,757.99,744.32,748.22,4483056,3501155840
20190306,743.44,747.94,734.32,736.44,4673137,3602140416
20190307,730.66,730.66,714,717.04,6018053,4526351872
20190308,706.34,715.27,702.09,705.94,5227525,3868415488
20190311,708.48,735.39,708.48,726.98,5305724,4001728768
20190312,732.26,732.27,707.44,713.45,5251001,3946382080
20190313,713.94,729.19,713.94,722.44,4056136,3058081024
20190314,725.44,753.44,722.44,746.44,6217256,4808607744
20190315,744.44,755.94,733.29,745.74,5240071,4084798208
20190318,747.24,782.97,745.44,778.53,8131880,6499567104
20190319,771.44,776.36,760.74,761.05,4063493,3244967424
20190320,758.44,770.74,753.44,761.24,3111752,2470811136
20190321,756.44,761.24,749.94,754.19,3257328,2558222848
20190322,756.66,768.42,753.44,762.44,3051750,2420497920
20190325,754.44,756.44,741.74,744.04,3727046,2903744256
20190326,748.44,754.38,732.54,741.44,3759569,2914113024
20190327,749.44,762.32,743.44,756.94,4280739,3366132224
20190328,761.87,782.92,754.12,775.24,5756676,4615969792
20190329,803.44,835.12,798.61,822.43,9093396,7702154752
20190401,828.44,837.39,819.44,827.44,6093461,5228521984
20190402,828.43,828.43,804.5,818.44,5322705,4496538624
20190403,808.56,820.18,802.65,812.94,4305680,3629854208
20190404,808.44,834.24,804.64,833.44,5577236,4763897856
20190408,868.44,876.44,858.56,868.64,6625193,5944780800
20190409,871.44,876.64,860.95,873.44,4798980,4308645888
20190410,871.44,920.34,868.44,916.43,6781438,6331858944
20190411,916.44,918.44,873.99,893.64,6110254,5643817472
20190412,877.44,888.43,868.45,882.44,4861217,4419350016
20190415,899.44,907.44,875.44,875.44,4552264,4205548288
20190416,873.34,908.34,869.66,908.34,4642344,4297385472
20190417,906.44,923.95,893.44,920.44,4076102,3848216576
20190418,913.85,923.12,904.66,913.94,1959852,1853076096
20190419,912.4,929.39,899.75,921,3237978,3064971008
20190422,927.94,947.33,909.05,917.64,4062796,3897168640
20190423,919.44,949.66,917.64,943.39,4885205,4725480448
20190424,948.32,958.44,919.66,938.44,4522700,4383873024
20190425,937.23,942.43,919.66,920.81,3980134,3822767616
20190426,914.74,928.32,913.44,913.44,4327768,4119727360
20190429,913.44,957.44,903.44,940.41,5257230,5086408704
20190430,936.44,953.4,931.55,942.44,3594318,3503937536
20190506,893.94,903.44,861.44,874.44,13509968,12299396096
20190507,861.72,882.38,838.66,858.44,10083726,9045117952
20190508,828.44,870.24,828.44,852.84,8188298,7217709568
20190509,843.44,848.31,810.94,827.25,9154515,7863311872
20190510,844.1,879.22,836.63,875.56,7990738,7121198592
20190513,867.3,879.42,852.44,860.44,4663718,4179329536
20190514,853.44,874.44,841.44,855.01,5998312,5349455872
20190515,858.68,901.44,858.68,895.44,6312425,5778791936
20190516,887.44,900.44,873.44,898.35,4454012,4108281856
20190517,895.46,900.74,868.54,875.23,4984161,4551116800
20190520,868.44,868.44,839.44,853.4,4440799,3931645952
20190521,853.44,878.44,840.46,863.44,4238565,3791406080
20190522,863.42,872.44,848.44,856.44,3204158,2853872896
20190523,849.44,852.42,824.66,829.44,5805863,5062812160
20190524,833.44,853.44,832.88,846.94,4403409,3858962176
20190527,847.54,851.43,828.49,847.44,3916191,3417213696
20190528,846.43,875.93,843.46,856.44,7477277,6670856192
20190529,856.45,893.39,856.45,880.35,6564696,5963755520
20190530,878.44,888.43,859.66,873.74,4024720,3634187776
20190531,868.97,875.43,858.44,858.44,3579380,3211384832
20190603,860.44,869.79,854.72,860.44,3447924,3076922368
20190604,863.44,863.87,839.44,843.74,3968948,3481384192
20190605,852.44,854.7,838.44,840.04,3406736,2988114688
20190606,844.06,844.21,826.44,830.57,3478685,3009567744
20190610,826.42,847.39,808.44,839.52,5550246,4790052352
20190611,844.44,884.05,843.44,879.33,8010644,7209086976
20190612,874.66,879.43,862.44,875.14,3774740,3420899328
20190613,878.44,880.74,865.44,878.44,3291742,2984741632
20190614,879.44,900.74,878.46,881.44,4245504,3905679104
20190617,875.44,895.38,874.46,880.04,3276903,3001512192
20190618,885.44,888.44,871.04,885.44,2944138,2687680000
20190619,908.44,915.14,900.45,900.45,5372640,5051192832
20190620,900.94,943.94,900.64,943.44,6727197,6468665856
20190621,938.41,952.93,932.94,944.74,4592675,4482726912
20190624,946.74,968.13,943.44,955.54,4577920,4532527104
20190625,960.44,967.44,935.44,951.42,5129595,5035624448
20190626,953.44,953.44,939.66,948.3,2958818,2896585472
20190627,953.44,969.44,949.56,964.79,4797845,4772724224
20190628,968.96,971.86,954.31,966.98,3108840,3050739200
20190701,987.5,1018.57,983.19,1014.83,5233723,5325575680
20190702,1007.98,1012.48,998.98,1007.98,3906109,3989722112
20190703,1002.98,1005.98,964.48,970.88,6713932,6717755904
20190704,968.77,973.77,954.19,964.18,4621668,4531685888
20190705,968.98,988.98,959.27,982.8,5003271,4968920576
20190708,978.02,980.88,957.98,967.83,3361352,3313713152
20190709,962.27,971.98,951.32,959.04,3172332,3103986432
20190710,963.9,973.56,959.98,965.5,2816670,2774054656
20190711,972.94,981.36,958.98,964.48,3051419,3011117056
20190712,964.27,974.48,962.99,969.07,2817385,2778937856
20190715,950.77,963.07,934.11,958.9,5987040,5785726464
20190716,958.43,965.27,947.98,950.98,3324524,3226755584
20190717,950.98,955.96,945.11,946.48,2546887,2459954432
20190718,944.48,945.98,930.15,930.48,3925295,3748507392
20190719,937.98,943.77,930.98,938.85,2801481,2679887360
20190722,942.98,946.98,933.23,940,2812549,2695084032
20190723,945.27,945.57,926.83,936.95,3248395,3087319296
20190724,941.29,942.88,927.67,929.33,4677120,4450509824
20190725,928.94,946.33,921.13,945.98,3825570,3633246208
20190726,944.94,953.98,941.52,948.01,2646759,2556208896
20190729,945.01,962.48,942.99,959.38,2698133,2626793472
20190730,959.48,965.98,953.98,961.9,1953797,1911965184
20190731,957.98,964.75,949.57,955.57,2252620,2191909888
20190801,959.49,959.98,936,942.27,3508952,3385045760
20190802,926.98,940.95,925.98,937.43,3971940,3772328960
20190805,927.98,936.98,922.98,925.4,3677431,3473341440
20190806,913.98,930.98,906.77,929.27,4399116,4121445120
20190807,932.48,938.51,927.98,927.98,2686998,2553463296
20190808,936.48,956.98,934.98,954.65,3880813,3755087104
20190809,961.48,963.93,941.96,945.01,2846170,2760764416
20190812,993.29,1003.07,977.99,1001.61,8149895,8208540672
20190813,999.13,1008.98,993.65,1000.93,3032970,3088013824
20190814,1013,1034.88,1013,1026.3,4141095,4327071232
20190815,1010.98,1029.45,1010.98,1027.88,2723739,2821331200
20190816,1032.81,1058.55,1023.98,1037.57,3608673,3822488320
20190819,1043.98,1052.95,1032.03,1038.86,3286758,3471558144
20190820,1037.98,1056.66,1032.98,1052.98,2860213,3038219264
20190821,1053.07,1059.94,1044.64,1048.98,2506662,2678841856
20190822,1055.96,1086.98,1052.98,1086.98,3759078,4099045120
20190823,1087.98,1116.54,1078.6,1113.07,4019230,4495782912
20190826,1095.98,1110.98,1079.66,1085.92,4849789,5382792192
20190827,1099.98,1114.29,1091.98,1091.98,5216421,5830618112
20190828,1091.98,1106.16,1065.99,1083.08,4700967,5169779200
20190829,1087.98,1101.16,1075.48,1096.07,2933042,3247704320
20190830,1107.98,1128.98,1105.98,1124.98,4489077,5093877248
20190902,1122.96,1127.95,1111.98,1121.74,2823433,3210850560
20190903,1122.98,1134,1111.54,1122.98,2948509,3358578432
20190904,1123.78,1125.89,1103.08,1107.99,3360022,3785904640
20190905,1111.98,1127.88,1110.98,1126.98,3293084,3746608128
20190906,1127.48,1129.13,1113.98,1125.46,2617659,2978155776
20190909,1127.98,1130.98,1117.98,1119.5,2937934,3346080768
20190910,1117.28,1117.98,1102.99,1106.82,2622707,2952753664
20190911,1102.19,1102.94,1050.98,1052.5,8171654,8904690688
20190912,1048.98,1092.95,1048.98,1081.98,4121133,4498210304
20190916,1065.98,1086.92,1065.98,1081.98,3137180,3432292096
20190917,1076.98,1089.64,1069.98,1076.99,2519693,2767385856
20190918,1091.48,1132.98,1091.16,1131.88,6931447,7899560448
20190919,1130.98,1132.98,1120.07,1127.98,2447980,2800064512
20190920,1133.98,1142.98,1130.56,1140.4,3762666,4346138112
20190923,1139.98,1139.98,1113.98,1131.98,3002633,3431058944
20190924,1137.98,1167.88,1134.98,1166.98,3626913,4259834112
20190925,1162.98,1171.85,1153.48,1156.98,2402458,2832308480
20190926,1157.91,1166.32,1141.79,1149.98,2608194,3050478336
20190927,1146.98,1165.98,1135.98,1157.73,2282661,2671754240
20190930,1145.98,1152.41,1132.98,1132.98,3082514,3565988608
20191008,1135.98,1162.98,1134.99,1150.07,3104527,3631091456
20191009,1149.17,1149.17,1118.03,1129.79,3578857,4105282304
20191010,1109.98,1141.91,1092,1137.98,4117370,4685560320
20191011,1139.98,1157.98,1135.18,1157.57,2868925,3343559936
20191014,1168.98,1170.64,1152.98,1162.98,2718751,3209362944
20191015,1162.98,1198.66,1160.01,1193.98,4003473,4806856192
20191016,1150.98,1170.48,1142.98,1152.98,5915059,6935972864
20191017,1158.98,1169.64,1145.48,1166.3,3050870,3578144000
20191018,1161.98,1172.96,1154.66,1158.77,2829161,3335011072
20191021,1154.83,1161.88,1146.28,1151.48,2527467,2955023872
20191022,1160.98,1164.48,1146.87,1153.78,1930943,2262188288
20191023,1150.98,1160.98,1139.08,1141.89,2308021,2684922112
20191024,1147.92,1148.98,1130.14,1133.25,2617844,3025245696
20191025,1136.28,1155.48,1126.01,1154.32,2599845,3015929088
20191028,1148.99,1163.99,1147.98,1161.27,2248599,2644562944
20191029,1164.08,1182.93,1160.75,1175.98,2780371,3314271744
20191030,1172.98,1175.67,1158.98,1166.78,2125475,2516524288
20191031,1178.98,1180.98,1159.13,1162.99,2590927,3068884992
20191101,1163.98,1174.92,1155.48,1167.98,2281196,2697638400
20191104,1172.98,1192.96,1171.98,1182.56,2673798,3209264128
20191105,1182.48,1187.98,1174.98,1181.98,2225472,2667596032
20191106,1179.98,1186.98,1171.86,1175.98,1973751,2362005504
20191107,1179.49,1184.86,1171.98,1184.35,1616788,1933203840
20191108,1187.98,1198.63,1184.49,1187.98,2451211,2964133888
20191111,1184.48,1189.17,1176.49,1181.98,1734246,2082060800
20191112,1186.98,1192.57,1181.18,1184.57,1915055,2303205632
20191113,1189.98,1210.78,1182.98,1206.98,3197704,3890666496
20191114,1209.98,1222.98,1204.98,1212.98,2352112,2898399744
20191115,1212.98,1215.89,1204.48,1207.88,1634072,2003665280
20191118,1208.1,1212.42,1200.98,1210.26,1803766,2204546048
20191119,1210.98,1224.58,1208,1215.29,2062375,2542105856
20191120,1212.98,1222.49,1211.04,1216.73,1528053,1884957312
20191121,1213.98,1218.49,1204.04,1214.28,1918739,2356277760
20191122,1205.98,1211.98,1167.98,1176.98,4705428,5677646336
20191125,1171.03,1176.98,1155.04,1165.04,3828175,4518778880
20191126,1169.66,1181.57,1165.98,1167.98,4023961,4794180096
20191127,1175.78,1179.6,1167.49,1172.92,1984881,2363839744
20191128,1177.94,1180.49,1152,1158.78,2884499,3405325568
20191129,1148.48,1148.48,1095.87,1111.98,8239732,9338327040
20191202,1101.17,1123,1101.17,1115.98,3078441,3479717376
20191203,1115.98,1115.98,1100.71,1100.98,2734093,3066695680
20191204,1122.98,1127.64,1100.98,1105.3,3528308,3980510976
20191205,1107.98,1114.99,1100.98,1112.78,2133879,2402503424
20191206,1118.94,1152.98,1113.07,1152.98,3950626,4565643776
20191209,1157.98,1158.98,1139.07,1141.67,2182412,2543532544
20191210,1142.57,1147.98,1133.98,1147.38,1508658,1749356288
20191211,1150.98,1153.73,1138.53,1141.95,1456799,1689987712
20191212,1138.98,1142.91,1113.05,1119.98,2940916,3362699776
20191213,1128.98,1147.98,1128.98,1145.98,3000059,3473927936
20191216,1145.98,1145.98,1120.91,1130.9,3093642,3554133760
20191217,1132.67,1156.57,1126.01,1152.95,4261696,4937041920
20191218,1156.98,1158.17,1146.98,1150.98,1964009,2295963904
20191219,1145.98,1145.98,1134.98,1140.38,1955230,2262598656
20191220,1145.16,1145.16,1124.48,1129.28,2356384,2703612416
20191223,1121.98,1145.48,1118.98,1132.28,2591918,2981937664
20191224,1135.98,1137.98,1127.98,1130.98,1182310,1358536192
20191225,1125.98,1125.98,1112.99,1116.67,2430597,2755735040
20191226,1114.98,1124.95,1102.96,1118.07,2287727,2585996544
20191227,1132.98,1154.98,1132.98,1145.98,4706628,5486452736
20191230,1153.17,1178.48,1153.17,1168.78,4076066,4827682304
20191231,1165.98,1170.98,1159.49,1165.98,2258881,2666705152
